D1	D2	L1	L2	Shift	Mult	Time
0.22	0.78	0.00293	0.00481	186.89	9.27	8636.36
0.18	0.82	0.00326	0.00457	187.05	9.27	9090.91
0.19	0.81	0.00347	0.00463	204.97	9.27	9545.45
0.19	0.81	0.00334	0.00469	215.99	9.27	10000.00
0.19	0.81	0.00328	0.00471	223.11	9.27	10454.55
0.21	0.79	0.00341	0.00446	233.20	9.27	10909.09
0.22	0.78	0.00310	0.00447	236.07	9.27	11363.64
0.22	0.78	0.00320	0.00485	255.51	9.27	11818.18
0.23	0.77	0.00310	0.00463	266.15	9.27	12272.73
0.21	0.79	0.00323	0.00466	274.74	9.27	12727.27
0.24	0.76	0.00304	0.00444	282.47	9.27	13181.82
0.22	0.78	0.00281	0.00501	298.41	9.27	13636.36
0.25	0.75	0.00270	0.00508	310.97	9.27	14090.91
0.23	0.77	0.00299	0.00451	312.80	9.27	14545.45
0.24	0.76	0.00281	0.00474	327.98	9.27	15000.00
0.26	0.74	0.00292	0.00451	330.35	9.27	15454.55
0.25	0.75	0.00288	0.00483	341.06	9.27	15909.09
0.24	0.76	0.00287	0.00468	353.52	9.27	16363.64
0.25	0.75	0.00264	0.00461	364.09	9.27	16818.18
0.26	0.74	0.00263	0.00484	377.83	9.27	17272.73
0.25	0.75	0.00273	0.00478	385.27	9.27	17727.27
0.26	0.74	0.00273	0.00450	386.81	9.27	18181.82
0.27	0.73	0.00264	0.00452	397.52	9.27	18636.36
0.28	0.72	0.00255	0.00474	406.72	9.27	19090.91
0.28	0.72	0.00255	0.00468	423.24	9.27	19545.45
0.30	0.70	0.00250	0.00501	437.90	9.27	20000.00
0.29	0.71	0.00248	0.00469	440.97	9.27	20454.55
0.30	0.70	0.00252	0.00458	447.07	9.27	20909.09
0.29	0.71	0.00246	0.00452	453.86	9.27	21363.64
0.30	0.70	0.00240	0.00505	474.45	9.27	21818.18
0.31	0.69	0.00243	0.00485	483.15	9.27	22272.73
0.32	0.68	0.00226	0.00505	500.39	9.27	22727.27
0.31	0.69	0.00222	0.00482	502.30	9.27	23181.82
0.32	0.68	0.00235	0.00471	509.35	9.27	23636.36
0.35	0.65	0.00217	0.00537	528.98	9.27	24090.91
0.32	0.68	0.00231	0.00478	533.39	9.27	24545.45
0.32	0.68	0.00215	0.00502	545.70	9.27	25000.00
0.31	0.69	0.00220	0.00488	553.94	9.27	25454.55
0.32	0.68	0.00223	0.00490	570.45	9.27	25909.09
0.34	0.66	0.00224	0.00483	573.71	9.27	26363.64
0.33	0.67	0.00215	0.00502	583.36	9.27	26818.18
0.34	0.66	0.00212	0.00472	592.15	9.27	27272.73
0.36	0.64	0.00209	0.00479	606.58	9.27	27727.27
0.33	0.67	0.00223	0.00462	611.14	9.27	28181.82
0.35	0.65	0.00220	0.00475	622.50	9.27	28636.36
0.36	0.64	0.00200	0.00461	627.50	9.27	29090.91
0.33	0.67	0.00211	0.00481	643.18	9.27	29545.45
0.36	0.64	0.00213	0.00491	657.17	9.27	30000.00
0.37	0.63	0.00206	0.00518	668.21	9.27	30454.55
0.37	0.63	0.00203	0.00491	676.82	9.27	30909.09
0.38	0.62	0.00205	0.00504	688.70	9.27	31363.64
0.37	0.63	0.00204	0.00483	689.66	9.27	31818.18
0.39	0.61	0.00194	0.00482	704.09	9.27	32272.73
0.40	0.60	0.00195	0.00507	719.17	9.27	32727.27
0.40	0.60	0.00191	0.00508	726.76	9.27	33181.82
0.39	0.61	0.00201	0.00493	735.69	9.27	33636.36
0.40	0.60	0.00189	0.00507	747.26	9.27	34090.91
0.39	0.61	0.00185	0.00503	757.72	9.27	34545.45
0.43	0.57	0.00183	0.00518	768.28	9.27	35000.00
0.38	0.62	0.00189	0.00494	770.96	9.27	35454.55
0.38	0.62	0.00190	0.00467	772.28	9.27	35909.09
0.43	0.57	0.00182	0.00505	794.78	9.27	36363.64
0.40	0.60	0.00178	0.00493	805.84	9.27	36818.18
0.41	0.59	0.00185	0.00523	815.39	9.27	37272.73
0.41	0.59	0.00181	0.00513	818.27	9.27	37727.27
0.43	0.57	0.00179	0.00484	829.17	9.27	38181.82
0.43	0.57	0.00177	0.00464	835.72	9.27	38636.36
0.42	0.58	0.00176	0.00482	849.36	9.27	39090.91
0.45	0.55	0.00172	0.00479	860.73	9.27	39545.45
0.42	0.58	0.00170	0.00512	872.14	9.27	40000.00
0.42	0.58	0.00172	0.00497	879.93	9.27	40454.55
0.41	0.59	0.00169	0.00496	894.69	9.27	40909.09
0.42	0.58	0.00170	0.00477	898.58	9.27	41363.64
0.43	0.57	0.00173	0.00530	915.79	9.27	41818.18
0.46	0.54	0.00168	0.00491	923.34	9.27	42272.73
0.46	0.54	0.00172	0.00512	930.46	9.27	42727.27
0.44	0.56	0.00172	0.00504	943.50	9.27	43181.82
0.46	0.54	0.00162	0.00514	955.81	9.27	43636.36
0.48	0.52	0.00162	0.00511	960.51	9.27	44090.91
0.46	0.54	0.00161	0.00493	975.21	9.27	44545.45
0.46	0.54	0.00164	0.00472	976.18	9.27	45000.00
0.45	0.55	0.00161	0.00512	994.84	9.27	45454.55
0.46	0.54	0.00159	0.00511	1005.49	9.27	45909.09
0.46	0.54	0.00167	0.00502	1008.20	9.27	46363.64
0.47	0.53	0.00159	0.00504	1026.74	9.27	46818.18
0.46	0.54	0.00152	0.00505	1034.98	9.27	47272.73
0.47	0.53	0.00159	0.00479	1034.92	9.27	47727.27
0.49	0.51	0.00155	0.00517	1055.56	9.27	48181.82
0.48	0.52	0.00153	0.00520	1062.51	9.27	48636.36
0.48	0.52	0.00162	0.00507	1073.38	9.27	49090.91
0.49	0.51	0.00156	0.00515	1087.93	9.27	49545.45
0.48	0.52	0.00152	0.00482	1087.87	9.27	50000.00
0.14	0.86	0.00394	0.00463	103.81	9.36	5000.00
0.15	0.85	0.00383	0.00454	116.07	9.36	5454.55
0.15	0.85	0.00379	0.00452	127.44	9.36	5909.09
0.16	0.84	0.00369	0.00466	138.68	9.36	6363.64
0.15	0.85	0.00384	0.00442	144.89	9.36	6818.18
0.19	0.81	0.00365	0.00465	151.64	9.36	7272.73
0.18	0.82	0.00307	0.00473	167.46	9.36	7727.27
0.15	0.85	0.00380	0.00452	173.18	9.36	8181.82
0.18	0.82	0.00332	0.00475	184.86	9.36	8636.36
0.19	0.81	0.00348	0.00472	196.47	9.36	9090.91
0.19	0.81	0.00368	0.00449	203.23	9.36	9545.45
0.20	0.80	0.00320	0.00460	212.32	9.36	10000.00
0.22	0.78	0.00291	0.00477	226.60	9.36	10454.55
0.21	0.79	0.00307	0.00486	239.89	9.36	10909.09
0.19	0.81	0.00331	0.00460	245.06	9.36	11363.64
0.21	0.79	0.00320	0.00456	252.36	9.36	11818.18
0.21	0.79	0.00331	0.00448	262.85	9.36	12272.73
0.21	0.79	0.00291	0.00468	274.85	9.36	12727.27
0.23	0.77	0.00288	0.00489	287.22	9.36	13181.82
0.22	0.78	0.00288	0.00486	297.40	9.36	13636.36
0.25	0.75	0.00284	0.00469	308.21	9.36	14090.91
0.22	0.78	0.00290	0.00470	314.00	9.36	14545.45
0.23	0.77	0.00286	0.00477	325.44	9.36	15000.00
0.27	0.73	0.00256	0.00519	343.10	9.36	15454.55
0.25	0.75	0.00273	0.00472	342.25	9.36	15909.09
0.25	0.75	0.00283	0.00479	357.79	9.36	16363.64
0.25	0.75	0.00270	0.00453	358.88	9.36	16818.18
0.27	0.73	0.00279	0.00465	373.21	9.36	17272.73
0.26	0.74	0.00258	0.00473	387.75	9.36	17727.27
0.27	0.73	0.00246	0.00492	390.68	9.36	18181.82
0.30	0.70	0.00244	0.00494	405.76	9.36	18636.36
0.27	0.73	0.00254	0.00476	414.79	9.36	19090.91
0.27	0.73	0.00250	0.00488	424.76	9.36	19545.45
0.28	0.72	0.00247	0.00511	438.29	9.36	20000.00
0.27	0.73	0.00261	0.00479	445.54	9.36	20454.55
0.27	0.73	0.00262	0.00466	454.72	9.36	20909.09
0.32	0.68	0.00234	0.00506	469.69	9.36	21363.64
0.29	0.71	0.00244	0.00473	476.61	9.36	21818.18
0.32	0.68	0.00247	0.00497	484.65	9.36	22272.73
0.32	0.68	0.00236	0.00493	497.44	9.36	22727.27
0.30	0.70	0.00238	0.00465	496.81	9.36	23181.82
0.30	0.70	0.00234	0.00466	508.14	9.36	23636.36
0.33	0.67	0.00227	0.00494	525.15	9.36	24090.91
0.32	0.68	0.00229	0.00497	532.13	9.36	24545.45
0.32	0.68	0.00235	0.00482	542.31	9.36	25000.00
0.32	0.68	0.00210	0.00513	559.75	9.36	25454.55
0.32	0.68	0.00226	0.00484	559.21	9.36	25909.09
0.34	0.66	0.00215	0.00480	569.50	9.36	26363.64
0.34	0.66	0.00230	0.00480	583.82	9.36	26818.18
0.34	0.66	0.00216	0.00472	588.61	9.36	27272.73
0.35	0.65	0.00211	0.00483	605.77	9.36	27727.27
0.33	0.67	0.00216	0.00475	608.03	9.36	28181.82
0.33	0.67	0.00222	0.00461	618.48	9.36	28636.36
0.35	0.65	0.00214	0.00476	632.37	9.36	29090.91
0.35	0.65	0.00203	0.00511	646.03	9.36	29545.45
0.37	0.63	0.00205	0.00516	660.94	9.36	30000.00
0.38	0.62	0.00202	0.00516	665.81	9.36	30454.55
0.38	0.62	0.00202	0.00499	676.00	9.36	30909.09
0.36	0.64	0.00200	0.00468	679.73	9.36	31363.64
0.37	0.63	0.00203	0.00499	698.80	9.36	31818.18
0.40	0.60	0.00201	0.00485	704.33	9.36	32272.73
0.36	0.64	0.00192	0.00485	715.16	9.36	32727.27
0.39	0.61	0.00198	0.00504	731.48	9.36	33181.82
0.38	0.62	0.00190	0.00502	739.05	9.36	33636.36
0.41	0.59	0.00187	0.00494	739.79	9.36	34090.91
0.39	0.61	0.00190	0.00526	755.47	9.36	34545.45
0.40	0.60	0.00198	0.00497	758.73	9.36	35000.00
0.38	0.62	0.00192	0.00493	766.49	9.36	35454.55
0.39	0.61	0.00187	0.00492	788.18	9.36	35909.09
0.42	0.58	0.00177	0.00532	798.75	9.36	36363.64
0.40	0.60	0.00184	0.00500	800.40	9.36	36818.18
0.41	0.59	0.00184	0.00492	807.64	9.36	37272.73
0.40	0.60	0.00183	0.00511	825.62	9.36	37727.27
0.43	0.57	0.00179	0.00468	830.83	9.36	38181.82
0.42	0.58	0.00181	0.00515	845.94	9.36	38636.36
0.42	0.58	0.00182	0.00484	845.47	9.36	39090.91
0.43	0.57	0.00174	0.00498	870.15	9.36	39545.45
0.42	0.58	0.00179	0.00494	868.20	9.36	40000.00
0.43	0.57	0.00173	0.00485	879.61	9.36	40454.55
0.43	0.57	0.00173	0.00486	891.57	9.36	40909.09
0.44	0.56	0.00170	0.00499	907.23	9.36	41363.64
0.43	0.57	0.00172	0.00483	912.43	9.36	41818.18
0.43	0.57	0.00166	0.00506	924.60	9.36	42272.73
0.43	0.57	0.00170	0.00504	938.83	9.36	42727.27
0.43	0.57	0.00171	0.00523	948.31	9.36	43181.82
0.43	0.57	0.00165	0.00526	958.73	9.36	43636.36
0.47	0.53	0.00166	0.00496	958.62	9.36	44090.91
0.46	0.54	0.00164	0.00507	971.35	9.36	44545.45
0.44	0.56	0.00163	0.00513	986.79	9.36	45000.00
0.47	0.53	0.00167	0.00527	993.77	9.36	45454.55
0.46	0.54	0.00157	0.00528	1007.22	9.36	45909.09
0.48	0.52	0.00157	0.00539	1017.88	9.36	46363.64
0.48	0.52	0.00155	0.00474	1014.60	9.36	46818.18
0.48	0.52	0.00160	0.00510	1033.79	9.36	47272.73
0.46	0.54	0.00160	0.00542	1045.64	9.36	47727.27
0.47	0.53	0.00158	0.00498	1044.12	9.36	48181.82
0.50	0.50	0.00151	0.00533	1068.32	9.36	48636.36
0.47	0.53	0.00153	0.00542	1074.18	9.36	49090.91
0.49	0.51	0.00149	0.00494	1084.21	9.36	49545.45
0.47	0.53	0.00155	0.00499	1091.59	9.36	50000.00
0.16	0.84	0.00364	0.00458	105.87	9.45	5000.00
0.15	0.85	0.00384	0.00447	114.59	9.45	5454.55
0.14	0.86	0.00449	0.00447	122.02	9.45	5909.09
0.18	0.82	0.00329	0.00474	138.19	9.45	6363.64
0.17	0.83	0.00357	0.00466	144.62	9.45	6818.18
0.16	0.84	0.00353	0.00449	156.11	9.45	7272.73
0.17	0.83	0.00358	0.00460	167.49	9.45	7727.27
0.17	0.83	0.00346	0.00461	174.84	9.45	8181.82
0.18	0.82	0.00358	0.00475	184.30	9.45	8636.36
0.21	0.79	0.00327	0.00463	194.49	9.45	9090.91
0.19	0.81	0.00332	0.00471	207.22	9.45	9545.45
0.21	0.79	0.00306	0.00488	218.53	9.45	10000.00
0.21	0.79	0.00315	0.00451	228.53	9.45	10454.55
0.19	0.81	0.00333	0.00465	232.89	9.45	10909.09
0.20	0.80	0.00331	0.00494	251.01	9.45	11363.64
0.20	0.80	0.00303	0.00469	257.56	9.45	11818.18
0.21	0.79	0.00324	0.00456	261.87	9.45	12272.73
0.20	0.80	0.00301	0.00470	271.22	9.45	12727.27
0.24	0.76	0.00304	0.00467	288.16	9.45	13181.82
0.23	0.77	0.00287	0.00470	288.80	9.45	13636.36
0.24	0.76	0.00282	0.00479	306.00	9.45	14090.91
0.23	0.77	0.00296	0.00462	318.37	9.45	14545.45
0.22	0.78	0.00292	0.00481	326.46	9.45	15000.00
0.24	0.76	0.00274	0.00455	328.15	9.45	15454.55
0.25	0.75	0.00281	0.00466	344.31	9.45	15909.09
0.25	0.75	0.00275	0.00493	357.85	9.45	16363.64
0.26	0.74	0.00270	0.00487	367.46	9.45	16818.18
0.25	0.75	0.00263	0.00466	366.27	9.45	17272.73
0.26	0.74	0.00280	0.00458	382.85	9.45	17727.27
0.26	0.74	0.00272	0.00474	393.63	9.45	18181.82
0.26	0.74	0.00249	0.00502	409.55	9.45	18636.36
0.29	0.71	0.00257	0.00492	421.46	9.45	19090.91
0.31	0.69	0.00244	0.00481	428.53	9.45	19545.45
0.26	0.74	0.00253	0.00448	428.53	9.45	20000.00
0.29	0.71	0.00243	0.00452	437.40	9.45	20454.55
0.29	0.71	0.00251	0.00472	452.59	9.45	20909.09
0.32	0.68	0.00232	0.00496	465.46	9.45	21363.64
0.29	0.71	0.00243	0.00475	472.33	9.45	21818.18
0.30	0.70	0.00245	0.00453	478.07	9.45	22272.73
0.31	0.69	0.00232	0.00475	497.04	9.45	22727.27
0.30	0.70	0.00240	0.00465	499.92	9.45	23181.82
0.30	0.70	0.00223	0.00493	516.84	9.45	23636.36
0.32	0.68	0.00225	0.00484	526.08	9.45	24090.91
0.33	0.67	0.00224	0.00510	533.65	9.45	24545.45
0.32	0.68	0.00223	0.00500	548.30	9.45	25000.00
0.32	0.68	0.00223	0.00482	549.44	9.45	25454.55
0.31	0.69	0.00219	0.00486	565.27	9.45	25909.09
0.34	0.66	0.00229	0.00464	566.22	9.45	26363.64
0.34	0.66	0.00220	0.00485	583.38	9.45	26818.18
0.34	0.66	0.00212	0.00486	595.29	9.45	27272.73
0.34	0.66	0.00215	0.00493	610.39	9.45	27727.27
0.35	0.65	0.00211	0.00507	616.92	9.45	28181.82
0.36	0.64	0.00210	0.00488	621.14	9.45	28636.36
0.33	0.67	0.00209	0.00443	627.50	9.45	29090.91
0.35	0.65	0.00215	0.00495	644.93	9.45	29545.45
0.37	0.63	0.00209	0.00483	650.51	9.45	30000.00
0.34	0.66	0.00201	0.00498	658.46	9.45	30454.55
0.36	0.64	0.00198	0.00500	674.50	9.45	30909.09
0.37	0.63	0.00203	0.00486	682.21	9.45	31363.64
0.38	0.62	0.00193	0.00507	694.75	9.45	31818.18
0.38	0.62	0.00203	0.00482	698.58	9.45	32272.73
0.38	0.62	0.00198	0.00485	714.86	9.45	32727.27
0.38	0.62	0.00191	0.00524	727.62	9.45	33181.82
0.38	0.62	0.00193	0.00492	734.81	9.45	33636.36
0.40	0.60	0.00189	0.00507	742.49	9.45	34090.91
0.38	0.62	0.00197	0.00502	754.28	9.45	34545.45
0.40	0.60	0.00185	0.00514	767.60	9.45	35000.00
0.38	0.62	0.00189	0.00479	764.68	9.45	35454.55
0.39	0.61	0.00180	0.00468	778.63	9.45	35909.09
0.40	0.60	0.00189	0.00472	785.31	9.45	36363.64
0.41	0.59	0.00182	0.00502	807.91	9.45	36818.18
0.41	0.59	0.00180	0.00493	814.93	9.45	37272.73
0.41	0.59	0.00183	0.00501	825.07	9.45	37727.27
0.42	0.58	0.00180	0.00534	837.26	9.45	38181.82
0.43	0.57	0.00173	0.00500	838.01	9.45	38636.36
0.41	0.59	0.00177	0.00478	848.29	9.45	39090.91
0.41	0.59	0.00178	0.00476	856.57	9.45	39545.45
0.41	0.59	0.00177	0.00479	867.71	9.45	40000.00
0.42	0.58	0.00184	0.00476	875.84	9.45	40454.55
0.44	0.56	0.00169	0.00490	895.77	9.45	40909.09
0.44	0.56	0.00170	0.00504	901.80	9.45	41363.64
0.44	0.56	0.00168	0.00479	910.30	9.45	41818.18
0.42	0.58	0.00172	0.00501	920.68	9.45	42272.73
0.45	0.55	0.00168	0.00547	939.37	9.45	42727.27
0.44	0.56	0.00169	0.00493	940.71	9.45	43181.82
0.43	0.57	0.00164	0.00482	950.75	9.45	43636.36
0.45	0.55	0.00162	0.00485	953.02	9.45	44090.91
0.45	0.55	0.00161	0.00515	977.85	9.45	44545.45
0.44	0.56	0.00160	0.00504	986.61	9.45	45000.00
0.44	0.56	0.00160	0.00492	997.79	9.45	45454.55
0.46	0.54	0.00163	0.00513	1007.35	9.45	45909.09
0.48	0.52	0.00159	0.00535	1017.79	9.45	46363.64
0.48	0.52	0.00160	0.00469	1015.73	9.45	46818.18
0.48	0.52	0.00154	0.00533	1039.41	9.45	47272.73
0.46	0.54	0.00155	0.00493	1048.19	9.45	47727.27
0.49	0.51	0.00161	0.00474	1041.52	9.45	48181.82
0.48	0.52	0.00157	0.00500	1056.66	9.45	48636.36
0.47	0.53	0.00154	0.00497	1071.43	9.45	49090.91
0.48	0.52	0.00156	0.00493	1079.97	9.45	49545.45
0.49	0.51	0.00150	0.00488	1096.16	9.45	50000.00
0.12	0.88	0.00409	0.00443	100.94	9.55	5000.00
0.15	0.85	0.00414	0.00445	109.12	9.55	5454.55
0.14	0.86	0.00445	0.00460	126.37	9.55	5909.09
0.18	0.82	0.00371	0.00450	136.28	9.55	6363.64
0.15	0.85	0.00404	0.00463	146.84	9.55	6818.18
0.17	0.83	0.00359	0.00464	153.69	9.55	7272.73
0.17	0.83	0.00373	0.00458	163.24	9.55	7727.27
0.17	0.83	0.00403	0.00450	171.39	9.55	8181.82
0.21	0.79	0.00365	0.00473	188.12	9.55	8636.36
0.20	0.80	0.00322	0.00482	196.94	9.55	9090.91
0.19	0.81	0.00320	0.00452	202.35	9.55	9545.45
0.17	0.83	0.00360	0.00471	211.35	9.55	10000.00
0.20	0.80	0.00321	0.00453	225.03	9.55	10454.55
0.22	0.78	0.00283	0.00481	238.57	9.55	10909.09
0.21	0.79	0.00304	0.00478	247.24	9.55	11363.64
0.21	0.79	0.00323	0.00460	250.71	9.55	11818.18
0.18	0.82	0.00321	0.00458	260.13	9.55	12272.73
0.23	0.77	0.00320	0.00459	272.06	9.55	12727.27
0.23	0.77	0.00284	0.00470	286.88	9.55	13181.82
0.21	0.79	0.00292	0.00440	286.38	9.55	13636.36
0.23	0.77	0.00282	0.00486	306.06	9.55	14090.91
0.25	0.75	0.00282	0.00478	320.16	9.55	14545.45
0.23	0.77	0.00273	0.00505	326.17	9.55	15000.00
0.25	0.75	0.00287	0.00482	337.44	9.55	15454.55
0.24	0.76	0.00274	0.00483	344.83	9.55	15909.09
0.24	0.76	0.00264	0.00470	354.56	9.55	16363.64
0.26	0.74	0.00275	0.00490	366.98	9.55	16818.18
0.27	0.73	0.00269	0.00495	377.26	9.55	17272.73
0.25	0.75	0.00269	0.00458	381.62	9.55	17727.27
0.26	0.74	0.00255	0.00494	394.87	9.55	18181.82
0.28	0.72	0.00254	0.00471	400.98	9.55	18636.36
0.28	0.72	0.00250	0.00479	416.44	9.55	19090.91
0.28	0.72	0.00261	0.00482	427.57	9.55	19545.45
0.29	0.71	0.00245	0.00490	432.89	9.55	20000.00
0.28	0.72	0.00246	0.00497	446.10	9.55	20454.55
0.28	0.72	0.00256	0.00448	451.49	9.55	20909.09
0.29	0.71	0.00252	0.00468	456.19	9.55	21363.64
0.32	0.68	0.00239	0.00485	474.23	9.55	21818.18
0.31	0.69	0.00228	0.00505	485.83	9.55	22272.73
0.30	0.70	0.00230	0.00495	495.49	9.55	22727.27
0.33	0.67	0.00229	0.00498	507.72	9.55	23181.82
0.31	0.69	0.00228	0.00485	513.63	9.55	23636.36
0.32	0.68	0.00239	0.00448	521.86	9.55	24090.91
0.32	0.68	0.00221	0.00490	535.93	9.55	24545.45
0.31	0.69	0.00227	0.00482	542.23	9.55	25000.00
0.31	0.69	0.00229	0.00479	554.69	9.55	25454.55
0.32	0.68	0.00216	0.00473	562.42	9.55	25909.09
0.31	0.69	0.00219	0.00486	574.06	9.55	26363.64
0.33	0.67	0.00220	0.00496	585.53	9.55	26818.18
0.33	0.67	0.00216	0.00478	595.20	9.55	27272.73
0.34	0.66	0.00212	0.00470	606.26	9.55	27727.27
0.35	0.65	0.00217	0.00498	617.02	9.55	28181.82
0.33	0.67	0.00215	0.00471	614.34	9.55	28636.36
0.34	0.66	0.00203	0.00469	626.34	9.55	29090.91
0.34	0.66	0.00199	0.00487	642.16	9.55	29545.45
0.37	0.63	0.00207	0.00495	655.76	9.55	30000.00
0.36	0.64	0.00204	0.00496	664.65	9.55	30454.55
0.37	0.63	0.00202	0.00523	679.26	9.55	30909.09
0.37	0.63	0.00209	0.00486	683.78	9.55	31363.64
0.36	0.64	0.00202	0.00494	694.11	9.55	31818.18
0.36	0.64	0.00197	0.00507	703.67	9.55	32272.73
0.38	0.62	0.00197	0.00457	706.10	9.55	32727.27
0.38	0.62	0.00206	0.00464	721.40	9.55	33181.82
0.38	0.62	0.00189	0.00506	737.16	9.55	33636.36
0.37	0.63	0.00197	0.00502	740.52	9.55	34090.91
0.37	0.63	0.00186	0.00517	757.80	9.55	34545.45
0.40	0.60	0.00190	0.00503	767.84	9.55	35000.00
0.38	0.62	0.00188	0.00481	770.39	9.55	35454.55
0.37	0.63	0.00191	0.00455	775.74	9.55	35909.09
0.39	0.61	0.00183	0.00486	800.27	9.55	36363.64
0.40	0.60	0.00189	0.00483	795.75	9.55	36818.18
0.40	0.60	0.00189	0.00503	817.81	9.55	37272.73
0.40	0.60	0.00179	0.00508	823.10	9.55	37727.27
0.40	0.60	0.00180	0.00487	834.00	9.55	38181.82
0.41	0.59	0.00181	0.00482	834.48	9.55	38636.36
0.41	0.59	0.00180	0.00484	853.58	9.55	39090.91
0.42	0.58	0.00184	0.00476	860.18	9.55	39545.45
0.42	0.58	0.00168	0.00477	873.44	9.55	40000.00
0.42	0.58	0.00177	0.00469	881.54	9.55	40454.55
0.42	0.58	0.00179	0.00482	895.87	9.55	40909.09
0.43	0.57	0.00179	0.00471	898.27	9.55	41363.64
0.43	0.57	0.00174	0.00476	912.43	9.55	41818.18
0.43	0.57	0.00165	0.00498	918.89	9.55	42272.73
0.46	0.54	0.00169	0.00489	928.21	9.55	42727.27
0.44	0.56	0.00167	0.00477	932.53	9.55	43181.82
0.44	0.56	0.00163	0.00487	951.46	9.55	43636.36
0.46	0.54	0.00159	0.00537	973.54	9.55	44090.91
0.44	0.56	0.00167	0.00494	974.98	9.55	44545.45
0.45	0.55	0.00163	0.00508	981.86	9.55	45000.00
0.47	0.53	0.00161	0.00502	991.89	9.55	45454.55
0.46	0.54	0.00158	0.00485	998.94	9.55	45909.09
0.46	0.54	0.00162	0.00519	1019.00	9.55	46363.64
0.46	0.54	0.00159	0.00490	1023.68	9.55	46818.18
0.47	0.53	0.00161	0.00463	1020.53	9.55	47272.73
0.47	0.53	0.00156	0.00488	1035.86	9.55	47727.27
0.45	0.55	0.00158	0.00512	1050.86	9.55	48181.82
0.48	0.52	0.00152	0.00510	1065.57	9.55	48636.36
0.48	0.52	0.00151	0.00489	1071.50	9.55	49090.91
0.47	0.53	0.00153	0.00480	1076.99	9.55	49545.45
0.47	0.53	0.00154	0.00480	1093.10	9.55	50000.00
0.12	0.88	0.00413	0.00467	108.52	9.64	5000.00
0.12	0.88	0.00520	0.00418	105.93	9.64	5454.55
0.16	0.84	0.00338	0.00466	129.39	9.64	5909.09
0.14	0.86	0.00401	0.00464	138.54	9.64	6363.64
0.15	0.85	0.00341	0.00438	144.07	9.64	6818.18
0.15	0.85	0.00412	0.00450	152.30	9.64	7272.73
0.17	0.83	0.00356	0.00458	165.20	9.64	7727.27
0.20	0.80	0.00319	0.00477	178.92	9.64	8181.82
0.19	0.81	0.00314	0.00463	189.38	9.64	8636.36
0.17	0.83	0.00370	0.00470	198.88	9.64	9090.91
0.21	0.79	0.00299	0.00478	203.16	9.64	9545.45
0.19	0.81	0.00348	0.00445	208.14	9.64	10000.00
0.20	0.80	0.00316	0.00453	224.47	9.64	10454.55
0.20	0.80	0.00314	0.00461	233.65	9.64	10909.09
0.20	0.80	0.00337	0.00446	244.19	9.64	11363.64
0.20	0.80	0.00293	0.00463	254.76	9.64	11818.18
0.20	0.80	0.00304	0.00461	266.55	9.64	12272.73
0.25	0.75	0.00277	0.00464	273.76	9.64	12727.27
0.22	0.78	0.00298	0.00470	277.45	9.64	13181.82
0.22	0.78	0.00290	0.00493	300.34	9.64	13636.36
0.21	0.79	0.00304	0.00495	308.13	9.64	14090.91
0.25	0.75	0.00280	0.00468	311.64	9.64	14545.45
0.22	0.78	0.00287	0.00444	321.02	9.64	15000.00
0.24	0.76	0.00269	0.00504	337.99	9.64	15454.55
0.25	0.75	0.00261	0.00495	350.48	9.64	15909.09
0.24	0.76	0.00280	0.00471	356.85	9.64	16363.64
0.24	0.76	0.00283	0.00477	365.94	9.64	16818.18
0.26	0.74	0.00275	0.00481	377.06	9.64	17272.73
0.24	0.76	0.00264	0.00465	376.98	9.64	17727.27
0.26	0.74	0.00252	0.00483	389.16	9.64	18181.82
0.26	0.74	0.00262	0.00490	407.77	9.64	18636.36
0.29	0.71	0.00253	0.00485	417.46	9.64	19090.91
0.28	0.72	0.00250	0.00477	419.63	9.64	19545.45
0.27	0.73	0.00243	0.00477	436.10	9.64	20000.00
0.28	0.72	0.00251	0.00487	449.70	9.64	20454.55
0.29	0.71	0.00256	0.00485	456.98	9.64	20909.09
0.28	0.72	0.00234	0.00470	463.12	9.64	21363.64
0.27	0.73	0.00243	0.00450	465.07	9.64	21818.18
0.29	0.71	0.00231	0.00470	482.40	9.64	22272.73
0.28	0.72	0.00242	0.00495	497.13	9.64	22727.27
0.29	0.71	0.00246	0.00464	497.12	9.64	23181.82
0.31	0.69	0.00234	0.00471	511.77	9.64	23636.36
0.30	0.70	0.00238	0.00478	517.40	9.64	24090.91
0.30	0.70	0.00226	0.00488	536.53	9.64	24545.45
0.32	0.68	0.00233	0.00484	549.80	9.64	25000.00
0.33	0.67	0.00238	0.00472	547.56	9.64	25454.55
0.35	0.65	0.00219	0.00495	566.04	9.64	25909.09
0.31	0.69	0.00217	0.00482	571.20	9.64	26363.64
0.35	0.65	0.00225	0.00488	585.48	9.64	26818.18
0.33	0.67	0.00211	0.00474	596.25	9.64	27272.73
0.33	0.67	0.00226	0.00515	608.40	9.64	27727.27
0.33	0.67	0.00210	0.00475	615.82	9.64	28181.82
0.35	0.65	0.00207	0.00498	632.03	9.64	28636.36
0.36	0.64	0.00205	0.00494	638.15	9.64	29090.91
0.34	0.66	0.00217	0.00471	641.59	9.64	29545.45
0.36	0.64	0.00207	0.00462	644.09	9.64	30000.00
0.35	0.65	0.00205	0.00474	659.76	9.64	30454.55
