D1	D2	L1	L2	Shift	Mult	Time
0.38	0.62	0.00199	0.00496	694.26	8.82	31818.18
0.37	0.63	0.00195	0.00488	700.40	8.82	32272.73
0.40	0.60	0.00195	0.00500	716.38	8.82	32727.27
0.40	0.60	0.00187	0.00497	727.38	8.82	33181.82
0.41	0.59	0.00192	0.00498	733.55	8.82	33636.36
0.40	0.60	0.00198	0.00499	745.75	8.82	34090.91
0.42	0.58	0.00188	0.00514	756.79	8.82	34545.45
0.41	0.59	0.00190	0.00537	769.14	8.82	35000.00
0.41	0.59	0.00189	0.00484	773.02	8.82	35454.55
0.43	0.57	0.00187	0.00481	778.97	8.82	35909.09
0.42	0.58	0.00189	0.00498	788.89	8.82	36363.64
0.43	0.57	0.00188	0.00504	801.84	8.82	36818.18
0.41	0.59	0.00186	0.00513	816.68	8.82	37272.73
0.43	0.57	0.00176	0.00504	816.13	8.82	37727.27
0.42	0.58	0.00182	0.00500	833.35	8.82	38181.82
0.43	0.57	0.00181	0.00480	838.92	8.82	38636.36
0.44	0.56	0.00180	0.00485	847.32	8.82	39090.91
0.44	0.56	0.00176	0.00473	855.75	8.82	39545.45
0.46	0.54	0.00174	0.00511	873.07	8.82	40000.00
0.44	0.56	0.00174	0.00517	879.66	8.82	40454.55
0.45	0.55	0.00175	0.00509	888.60	8.82	40909.09
0.45	0.55	0.00169	0.00492	895.53	8.82	41363.64
0.46	0.54	0.00171	0.00483	912.06	8.82	41818.18
0.45	0.55	0.00165	0.00492	918.68	8.82	42272.73
0.46	0.54	0.00168	0.00517	931.11	8.82	42727.27
0.47	0.53	0.00168	0.00503	945.37	8.82	43181.82
0.48	0.52	0.00166	0.00515	956.08	8.82	43636.36
0.48	0.52	0.00160	0.00501	958.85	8.82	44090.91
0.46	0.54	0.00165	0.00531	975.25	8.82	44545.45
0.49	0.51	0.00167	0.00499	978.10	8.82	45000.00
0.50	0.50	0.00164	0.00500	990.79	8.82	45454.55
0.48	0.52	0.00163	0.00516	1008.99	8.82	45909.09
0.48	0.52	0.00159	0.00529	1019.96	8.82	46363.64
0.50	0.50	0.00152	0.00511	1020.06	8.82	46818.18
0.49	0.51	0.00156	0.00516	1029.02	8.82	47272.73
0.50	0.50	0.00149	0.00564	1055.78	8.82	47727.27
0.51	0.49	0.00157	0.00522	1053.20	8.82	48181.82
0.48	0.52	0.00155	0.00501	1061.61	8.82	48636.36
0.51	0.49	0.00153	0.00514	1070.46	8.82	49090.91
0.50	0.50	0.00154	0.00518	1084.39	8.82	49545.45
0.50	0.50	0.00152	0.00507	1096.65	8.82	50000.00
0.15	0.85	0.00411	0.00439	102.80	8.91	5000.00
0.18	0.82	0.00379	0.00456	113.69	8.91	5454.55
0.20	0.80	0.00331	0.00459	127.23	8.91	5909.09
0.20	0.80	0.00368	0.00465	133.76	8.91	6363.64
0.18	0.82	0.00379	0.00453	146.99	8.91	6818.18
0.17	0.83	0.00350	0.00453	152.55	8.91	7272.73
0.19	0.81	0.00340	0.00466	167.73	8.91	7727.27
0.18	0.82	0.00358	0.00452	169.49	8.91	8181.82
0.19	0.81	0.00323	0.00461	188.18	8.91	8636.36
0.18	0.82	0.00334	0.00461	192.75	8.91	9090.91
0.21	0.79	0.00313	0.00470	202.41	8.91	9545.45
0.20	0.80	0.00372	0.00450	210.59	8.91	10000.00
0.21	0.79	0.00342	0.00445	223.17	8.91	10454.55
0.20	0.80	0.00324	0.00448	230.73	8.91	10909.09
0.23	0.77	0.00300	0.00501	247.64	8.91	11363.64
0.22	0.78	0.00309	0.00448	249.86	8.91	11818.18
0.22	0.78	0.00326	0.00436	261.15	8.91	12272.73
0.23	0.77	0.00315	0.00470	276.15	8.91	12727.27
0.24	0.76	0.00301	0.00497	289.20	8.91	13181.82
0.23	0.77	0.00310	0.00471	292.34	8.91	13636.36
0.22	0.78	0.00306	0.00463	305.69	8.91	14090.91
0.23	0.77	0.00298	0.00428	303.92	8.91	14545.45
0.25	0.75	0.00264	0.00478	328.80	8.91	15000.00
0.25	0.75	0.00279	0.00480	334.05	8.91	15454.55
0.30	0.70	0.00285	0.00510	347.11	8.91	15909.09
0.27	0.73	0.00264	0.00491	360.50	8.91	16363.64
0.28	0.72	0.00285	0.00478	364.15	8.91	16818.18
0.26	0.74	0.00258	0.00474	376.18	8.91	17272.73
0.27	0.73	0.00269	0.00474	380.02	8.91	17727.27
0.28	0.72	0.00262	0.00479	397.70	8.91	18181.82
0.28	0.72	0.00259	0.00474	402.20	8.91	18636.36
0.30	0.70	0.00254	0.00484	417.82	8.91	19090.91
0.31	0.69	0.00247	0.00483	424.34	8.91	19545.45
0.29	0.71	0.00243	0.00506	434.88	8.91	20000.00
0.31	0.69	0.00243	0.00473	441.17	8.91	20454.55
0.28	0.72	0.00245	0.00503	458.60	8.91	20909.09
0.34	0.66	0.00242	0.00460	459.81	8.91	21363.64
0.31	0.69	0.00246	0.00469	473.89	8.91	21818.18
0.32	0.68	0.00251	0.00500	492.49	8.91	22272.73
0.33	0.67	0.00235	0.00475	493.59	8.91	22727.27
0.33	0.67	0.00235	0.00502	508.95	8.91	23181.82
0.33	0.67	0.00226	0.00479	510.15	8.91	23636.36
0.32	0.68	0.00228	0.00489	530.53	8.91	24090.91
0.34	0.66	0.00236	0.00463	526.83	8.91	24545.45
0.36	0.64	0.00222	0.00483	542.17	8.91	25000.00
0.33	0.67	0.00223	0.00526	557.59	8.91	25454.55
0.33	0.67	0.00225	0.00492	565.62	8.91	25909.09
0.32	0.68	0.00230	0.00476	570.15	8.91	26363.64
0.35	0.65	0.00207	0.00501	585.70	8.91	26818.18
0.37	0.63	0.00208	0.00506	593.66	8.91	27272.73
0.36	0.64	0.00223	0.00513	608.24	8.91	27727.27
0.35	0.65	0.00217	0.00503	618.44	8.91	28181.82
0.36	0.64	0.00208	0.00499	621.65	8.91	28636.36
0.38	0.62	0.00205	0.00498	637.59	8.91	29090.91
0.36	0.64	0.00206	0.00474	642.28	8.91	29545.45
0.38	0.62	0.00207	0.00499	654.78	8.91	30000.00
0.38	0.62	0.00209	0.00502	660.42	8.91	30454.55
0.36	0.64	0.00207	0.00513	679.69	8.91	30909.09
0.39	0.61	0.00198	0.00480	675.84	8.91	31363.64
0.39	0.61	0.00196	0.00478	688.86	8.91	31818.18
0.38	0.62	0.00199	0.00481	702.16	8.91	32272.73
0.38	0.62	0.00195	0.00477	706.67	8.91	32727.27
0.42	0.58	0.00196	0.00525	730.34	8.91	33181.82
0.41	0.59	0.00197	0.00492	729.94	8.91	33636.36
0.40	0.60	0.00196	0.00490	745.13	8.91	34090.91
0.42	0.58	0.00192	0.00519	757.50	8.91	34545.45
0.42	0.58	0.00190	0.00494	764.53	8.91	35000.00
0.42	0.58	0.00186	0.00503	776.64	8.91	35454.55
0.43	0.57	0.00188	0.00486	778.17	8.91	35909.09
0.42	0.58	0.00181	0.00518	796.93	8.91	36363.64
0.40	0.60	0.00187	0.00509	807.42	8.91	36818.18
0.44	0.56	0.00178	0.00538	820.09	8.91	37272.73
0.39	0.61	0.00184	0.00483	817.37	8.91	37727.27
0.41	0.59	0.00182	0.00487	833.77	8.91	38181.82
0.42	0.58	0.00177	0.00510	844.88	8.91	38636.36
0.44	0.56	0.00181	0.00516	858.21	8.91	39090.91
0.45	0.55	0.00175	0.00521	868.69	8.91	39545.45
0.46	0.54	0.00173	0.00490	872.15	8.91	40000.00
0.45	0.55	0.00173	0.00505	886.74	8.91	40454.55
0.46	0.54	0.00171	0.00495	895.77	8.91	40909.09
0.47	0.53	0.00177	0.00493	906.47	8.91	41363.64
0.46	0.54	0.00170	0.00532	916.40	8.91	41818.18
0.46	0.54	0.00171	0.00500	924.56	8.91	42272.73
0.46	0.54	0.00173	0.00500	928.86	8.91	42727.27
0.47	0.53	0.00166	0.00496	944.23	8.91	43181.82
0.48	0.52	0.00164	0.00524	957.43	8.91	43636.36
0.45	0.55	0.00169	0.00481	954.04	8.91	44090.91
0.48	0.52	0.00168	0.00512	974.29	8.91	44545.45
0.48	0.52	0.00163	0.00527	983.79	8.91	45000.00
0.51	0.49	0.00161	0.00552	999.38	8.91	45454.55
0.48	0.52	0.00164	0.00519	1006.34	8.91	45909.09
0.47	0.53	0.00163	0.00501	1004.25	8.91	46363.64
0.48	0.52	0.00162	0.00513	1021.28	8.91	46818.18
0.51	0.49	0.00153	0.00512	1035.34	8.91	47272.73
0.49	0.51	0.00161	0.00511	1037.62	8.91	47727.27
0.49	0.51	0.00156	0.00539	1057.46	8.91	48181.82
0.50	0.50	0.00152	0.00502	1058.40	8.91	48636.36
0.51	0.49	0.00155	0.00491	1066.62	8.91	49090.91
0.52	0.48	0.00155	0.00515	1081.35	8.91	49545.45
0.49	0.51	0.00154	0.00499	1090.14	8.91	50000.00
0.10	0.90	0.00739	0.00414	104.06	9.00	5000.00
0.15	0.85	0.00397	0.00456	116.13	9.00	5454.55
0.16	0.84	0.00415	0.00452	129.72	9.00	5909.09
0.16	0.84	0.00414	0.00466	133.55	9.00	6363.64
0.19	0.81	0.00312	0.00477	144.15	9.00	6818.18
0.16	0.84	0.00389	0.00446	153.89	9.00	7272.73
0.16	0.84	0.00384	0.00429	168.37	9.00	7727.27
0.19	0.81	0.00357	0.00434	168.64	9.00	8181.82
0.21	0.79	0.00313	0.00482	188.16	9.00	8636.36
0.19	0.81	0.00306	0.00485	195.44	9.00	9090.91
0.21	0.79	0.00280	0.00502	209.96	9.00	9545.45
0.20	0.80	0.00346	0.00491	216.40	9.00	10000.00
0.20	0.80	0.00298	0.00478	226.86	9.00	10454.55
0.21	0.79	0.00334	0.00454	230.91	9.00	10909.09
0.22	0.78	0.00287	0.00476	246.62	9.00	11363.64
0.24	0.76	0.00289	0.00461	254.60	9.00	11818.18
0.23	0.77	0.00308	0.00482	265.82	9.00	12272.73
0.22	0.78	0.00308	0.00458	277.46	9.00	12727.27
0.23	0.77	0.00317	0.00463	281.30	9.00	13181.82
0.24	0.76	0.00285	0.00481	296.16	9.00	13636.36
0.24	0.76	0.00266	0.00518	307.88	9.00	14090.91
0.23	0.77	0.00306	0.00472	312.48	9.00	14545.45
0.27	0.73	0.00278	0.00486	328.92	9.00	15000.00
0.26	0.74	0.00274	0.00484	337.54	9.00	15454.55
0.27	0.73	0.00275	0.00469	345.91	9.00	15909.09
0.25	0.75	0.00289	0.00454	348.07	9.00	16363.64
0.26	0.74	0.00276	0.00475	361.71	9.00	16818.18
0.27	0.73	0.00255	0.00488	375.12	9.00	17272.73
0.25	0.75	0.00267	0.00484	386.62	9.00	17727.27
0.29	0.71	0.00259	0.00486	396.25	9.00	18181.82
0.28	0.72	0.00244	0.00484	403.87	9.00	18636.36
0.29	0.71	0.00260	0.00499	418.60	9.00	19090.91
0.30	0.70	0.00263	0.00480	426.40	9.00	19545.45
0.29	0.71	0.00253	0.00472	431.16	9.00	20000.00
0.28	0.72	0.00249	0.00491	441.78	9.00	20454.55
0.29	0.71	0.00254	0.00480	457.81	9.00	20909.09
0.31	0.69	0.00242	0.00491	462.62	9.00	21363.64
0.31	0.69	0.00240	0.00461	469.00	9.00	21818.18
0.32	0.68	0.00234	0.00464	484.38	9.00	22272.73
0.32	0.68	0.00241	0.00480	490.57	9.00	22727.27
0.30	0.70	0.00231	0.00461	498.43	9.00	23181.82
0.32	0.68	0.00227	0.00507	516.16	9.00	23636.36
0.32	0.68	0.00228	0.00501	527.78	9.00	24090.91
0.31	0.69	0.00233	0.00482	531.69	9.00	24545.45
0.31	0.69	0.00228	0.00448	533.61	9.00	25000.00
0.35	0.65	0.00215	0.00495	552.83	9.00	25454.55
0.36	0.64	0.00224	0.00484	559.91	9.00	25909.09
0.35	0.65	0.00222	0.00483	568.78	9.00	26363.64
0.35	0.65	0.00215	0.00488	582.68	9.00	26818.18
0.34	0.66	0.00229	0.00500	588.59	9.00	27272.73
0.36	0.64	0.00216	0.00504	607.98	9.00	27727.27
0.34	0.66	0.00226	0.00502	609.55	9.00	28181.82
0.35	0.65	0.00228	0.00488	625.13	9.00	28636.36
0.36	0.64	0.00221	0.00482	627.44	9.00	29090.91
0.36	0.64	0.00207	0.00501	642.56	9.00	29545.45
0.36	0.64	0.00213	0.00485	646.44	9.00	30000.00
0.38	0.62	0.00213	0.00496	661.72	9.00	30454.55
0.38	0.62	0.00194	0.00490	674.34	9.00	30909.09
0.38	0.62	0.00206	0.00480	676.48	9.00	31363.64
0.37	0.63	0.00202	0.00503	689.68	9.00	31818.18
0.42	0.58	0.00194	0.00512	704.68	9.00	32272.73
0.38	0.62	0.00200	0.00497	716.31	9.00	32727.27
0.38	0.62	0.00204	0.00493	720.77	9.00	33181.82
0.40	0.60	0.00195	0.00458	725.91	9.00	33636.36
0.40	0.60	0.00201	0.00496	743.57	9.00	34090.91
0.41	0.59	0.00186	0.00505	753.45	9.00	34545.45
0.39	0.61	0.00188	0.00496	764.61	9.00	35000.00
0.42	0.58	0.00189	0.00495	768.48	9.00	35454.55
0.42	0.58	0.00185	0.00490	784.04	9.00	35909.09
0.42	0.58	0.00183	0.00478	791.42	9.00	36363.64
0.44	0.56	0.00186	0.00497	808.85	9.00	36818.18
0.43	0.57	0.00175	0.00559	820.46	9.00	37272.73
0.42	0.58	0.00179	0.00526	824.21	9.00	37727.27
0.42	0.58	0.00183	0.00498	827.96	9.00	38181.82
0.43	0.57	0.00186	0.00487	841.25	9.00	38636.36
0.42	0.58	0.00175	0.00504	850.54	9.00	39090.91
0.43	0.57	0.00179	0.00502	860.47	9.00	39545.45
0.45	0.55	0.00176	0.00505	868.12	9.00	40000.00
0.45	0.55	0.00171	0.00505	883.01	9.00	40454.55
0.45	0.55	0.00172	0.00498	886.92	9.00	40909.09
0.45	0.55	0.00174	0.00485	896.37	9.00	41363.64
0.44	0.56	0.00173	0.00495	910.02	9.00	41818.18
0.45	0.55	0.00168	0.00494	923.46	9.00	42272.73
0.48	0.52	0.00169	0.00514	938.53	9.00	42727.27
0.47	0.53	0.00167	0.00483	935.08	9.00	43181.82
0.45	0.55	0.00172	0.00487	947.75	9.00	43636.36
0.47	0.53	0.00170	0.00479	959.23	9.00	44090.91
0.47	0.53	0.00165	0.00510	977.59	9.00	44545.45
0.45	0.55	0.00165	0.00508	980.73	9.00	45000.00
0.47	0.53	0.00158	0.00523	999.58	9.00	45454.55
0.50	0.50	0.00160	0.00513	1012.02	9.00	45909.09
0.48	0.52	0.00163	0.00497	1011.38	9.00	46363.64
0.48	0.52	0.00161	0.00493	1020.18	9.00	46818.18
0.48	0.52	0.00155	0.00516	1035.83	9.00	47272.73
0.50	0.50	0.00155	0.00524	1043.24	9.00	47727.27
0.49	0.51	0.00157	0.00489	1048.22	9.00	48181.82
0.49	0.51	0.00156	0.00516	1060.93	9.00	48636.36
0.49	0.51	0.00154	0.00502	1067.88	9.00	49090.91
0.51	0.49	0.00155	0.00495	1082.75	9.00	49545.45
0.49	0.51	0.00152	0.00536	1096.10	9.00	50000.00
0.14	0.86	0.00425	0.00447	99.43	9.09	5000.00
0.18	0.82	0.00351	0.00440	113.64	9.09	5454.55
0.15	0.85	0.00373	0.00458	124.66	9.09	5909.09
0.16	0.84	0.00354	0.00477	139.39	9.09	6363.64
0.15	0.85	0.00321	0.00467	144.46	9.09	6818.18
0.20	0.80	0.00357	0.00451	158.33	9.09	7272.73
0.19	0.81	0.00337	0.00445	156.02	9.09	7727.27
0.20	0.80	0.00350	0.00460	174.72	9.09	8181.82
0.19	0.81	0.00376	0.00442	182.86	9.09	8636.36
0.19	0.81	0.00313	0.00475	196.18	9.09	9090.91
0.20	0.80	0.00302	0.00443	197.41	9.09	9545.45
0.22	0.78	0.00311	0.00463	214.19	9.09	10000.00
0.20	0.80	0.00344	0.00452	220.23	9.09	10454.55
0.21	0.79	0.00309	0.00462	232.25	9.09	10909.09
0.22	0.78	0.00301	0.00477	242.37	9.09	11363.64
0.23	0.77	0.00292	0.00474	259.20	9.09	11818.18
0.23	0.77	0.00292	0.00493	270.13	9.09	12272.73
0.21	0.79	0.00310	0.00443	266.01	9.09	12727.27
0.22	0.78	0.00302	0.00471	285.22	9.09	13181.82
0.23	0.77	0.00290	0.00479	301.39	9.09	13636.36
0.22	0.78	0.00304	0.00461	300.85	9.09	14090.91
0.26	0.74	0.00289	0.00471	320.94	9.09	14545.45
0.24	0.76	0.00295	0.00477	321.04	9.09	15000.00
0.24	0.76	0.00277	0.00449	331.81	9.09	15454.55
0.25	0.75	0.00266	0.00464	344.60	9.09	15909.09
0.27	0.73	0.00278	0.00481	355.31	9.09	16363.64
0.26	0.74	0.00269	0.00467	367.79	9.09	16818.18
0.27	0.73	0.00283	0.00476	375.82	9.09	17272.73
0.27	0.73	0.00261	0.00470	384.97	9.09	17727.27
0.26	0.74	0.00253	0.00450	386.75	9.09	18181.82
0.28	0.72	0.00268	0.00460	396.87	9.09	18636.36
0.27	0.73	0.00265	0.00476	414.44	9.09	19090.91
0.28	0.72	0.00248	0.00460	417.83	9.09	19545.45
0.29	0.71	0.00241	0.00515	439.94	9.09	20000.00
0.30	0.70	0.00250	0.00514	450.58	9.09	20454.55
0.29	0.71	0.00252	0.00467	446.06	9.09	20909.09
0.31	0.69	0.00237	0.00474	462.70	9.09	21363.64
0.30	0.70	0.00246	0.00498	474.44	9.09	21818.18
0.32	0.68	0.00239	0.00485	485.80	9.09	22272.73
0.34	0.66	0.00238	0.00508	501.83	9.09	22727.27
0.32	0.68	0.00240	0.00506	505.91	9.09	23181.82
0.33	0.67	0.00225	0.00483	516.67	9.09	23636.36
0.33	0.67	0.00233	0.00472	517.66	9.09	24090.91
0.33	0.67	0.00230	0.00482	531.94	9.09	24545.45
0.34	0.66	0.00234	0.00508	550.25	9.09	25000.00
0.34	0.66	0.00220	0.00498	550.82	9.09	25454.55
0.34	0.66	0.00226	0.00501	566.20	9.09	25909.09
0.33	0.67	0.00220	0.00466	577.77	9.09	26363.64
0.33	0.67	0.00217	0.00440	570.97	9.09	26818.18
0.34	0.66	0.00224	0.00492	594.74	9.09	27272.73
0.34	0.66	0.00224	0.00489	600.88	9.09	27727.27
0.35	0.65	0.00220	0.00481	612.68	9.09	28181.82
0.35	0.65	0.00215	0.00466	619.41	9.09	28636.36
0.36	0.64	0.00217	0.00476	628.67	9.09	29090.91
0.35	0.65	0.00206	0.00493	644.89	9.09	29545.45
0.37	0.63	0.00207	0.00509	652.28	9.09	30000.00
0.38	0.62	0.00195	0.00475	656.57	9.09	30454.55
0.37	0.63	0.00210	0.00495	670.93	9.09	30909.09
0.37	0.63	0.00202	0.00477	681.18	9.09	31363.64
0.37	0.63	0.00201	0.00494	697.21	9.09	31818.18
0.38	0.62	0.00199	0.00489	700.47	9.09	32272.73
0.37	0.63	0.00199	0.00466	709.06	9.09	32727.27
0.38	0.62	0.00195	0.00525	728.53	9.09	33181.82
0.39	0.61	0.00196	0.00514	733.92	9.09	33636.36
0.40	0.60	0.00192	0.00512	748.29	9.09	34090.91
0.40	0.60	0.00192	0.00468	746.51	9.09	34545.45
0.41	0.59	0.00192	0.00460	753.18	9.09	35000.00
0.40	0.60	0.00180	0.00513	779.60	9.09	35454.55
0.41	0.59	0.00185	0.00507	787.12	9.09	35909.09
0.41	0.59	0.00187	0.00505	797.85	9.09	36363.64
0.43	0.57	0.00181	0.00501	798.84	9.09	36818.18
0.44	0.56	0.00186	0.00504	812.48	9.09	37272.73
0.39	0.61	0.00183	0.00493	817.51	9.09	37727.27
0.42	0.58	0.00171	0.00502	840.00	9.09	38181.82
0.42	0.58	0.00184	0.00492	836.35	9.09	38636.36
0.44	0.56	0.00175	0.00497	851.27	9.09	39090.91
0.42	0.58	0.00175	0.00510	863.07	9.09	39545.45
0.45	0.55	0.00175	0.00502	875.98	9.09	40000.00
0.43	0.57	0.00176	0.00533	889.09	9.09	40454.55
0.44	0.56	0.00173	0.00501	889.71	9.09	40909.09
0.45	0.55	0.00180	0.00485	899.82	9.09	41363.64
0.46	0.54	0.00164	0.00499	915.76	9.09	41818.18
0.45	0.55	0.00181	0.00454	911.71	9.09	42272.73
0.46	0.54	0.00173	0.00510	936.65	9.09	42727.27
0.45	0.55	0.00166	0.00496	942.62	9.09	43181.82
0.45	0.55	0.00161	0.00521	958.34	9.09	43636.36
0.45	0.55	0.00167	0.00488	955.24	9.09	44090.91
0.48	0.52	0.00160	0.00503	973.52	9.09	44545.45
0.47	0.53	0.00167	0.00479	975.89	9.09	45000.00
0.45	0.55	0.00167	0.00503	994.41	9.09	45454.55
0.49	0.51	0.00158	0.00511	1007.96	9.09	45909.09
0.46	0.54	0.00159	0.00510	1012.12	9.09	46363.64
0.46	0.54	0.00155	0.00475	1014.60	9.09	46818.18
0.46	0.54	0.00157	0.00500	1030.03	9.09	47272.73
0.50	0.50	0.00158	0.00481	1041.97	9.09	47727.27
0.48	0.52	0.00150	0.00541	1058.63	9.09	48181.82
0.51	0.49	0.00154	0.00534	1065.27	9.09	48636.36
0.49	0.51	0.00159	0.00542	1075.03	9.09	49090.91
0.49	0.51	0.00155	0.00478	1074.34	9.09	49545.45
0.49	0.51	0.00152	0.00493	1083.72	9.09	50000.00
0.15	0.85	0.00440	0.00433	102.49	9.18	5000.00
0.13	0.87	0.00499	0.00440	114.49	9.18	5454.55
0.14	0.86	0.00399	0.00442	121.39	9.18	5909.09
0.16	0.84	0.00407	0.00436	132.17	9.18	6363.64
0.17	0.83	0.00378	0.00483	146.82	9.18	6818.18
0.18	0.82	0.00384	0.00461	154.51	9.18	7272.73
0.16	0.84	0.00369	0.00448	161.52	9.18	7727.27
0.19	0.81	0.00348	0.00471	172.26	9.18	8181.82
0.17	0.83	0.00339	0.00452	187.83	9.18	8636.36
0.17	0.83	0.00342	0.00449	189.62	9.18	9090.91
0.19	0.81	0.00333	0.00460	198.83	9.18	9545.45
0.18	0.82	0.00349	0.00481	217.89	9.18	10000.00
0.22	0.78	0.00290	0.00499	226.47	9.18	10454.55
0.22	0.78	0.00284	0.00485	240.80	9.18	10909.09
0.21	0.79	0.00310	0.00460	239.35	9.18	11363.64
0.23	0.77	0.00300	0.00454	253.61	9.18	11818.18
0.25	0.75	0.00283	0.00476	262.38	9.18	12272.73
0.21	0.79	0.00313	0.00475	276.23	9.18	12727.27
0.25	0.75	0.00280	0.00493	287.96	9.18	13181.82
0.24	0.76	0.00290	0.00485	291.48	9.18	13636.36
0.23	0.77	0.00293	0.00460	304.43	9.18	14090.91
0.23	0.77	0.00306	0.00455	309.65	9.18	14545.45
0.26	0.74	0.00274	0.00497	327.94	9.18	15000.00
0.24	0.76	0.00276	0.00472	335.50	9.18	15454.55
0.26	0.74	0.00260	0.00476	339.81	9.18	15909.09
0.28	0.72	0.00260	0.00472	360.53	9.18	16363.64
0.25	0.75	0.00272	0.00475	360.63	9.18	16818.18
0.26	0.74	0.00271	0.00480	373.14	9.18	17272.73
0.26	0.74	0.00262	0.00487	386.12	9.18	17727.27
0.27	0.73	0.00255	0.00480	394.91	9.18	18181.82
0.28	0.72	0.00259	0.00473	406.57	9.18	18636.36
0.27	0.73	0.00256	0.00478	416.34	9.18	19090.91
0.29	0.71	0.00255	0.00464	423.46	9.18	19545.45
0.30	0.70	0.00235	0.00488	438.47	9.18	20000.00
0.27	0.73	0.00250	0.00496	446.13	9.18	20454.55
0.29	0.71	0.00245	0.00455	450.69	9.18	20909.09
0.28	0.72	0.00238	0.00494	463.22	9.18	21363.64
0.33	0.67	0.00237	0.00476	473.62	9.18	21818.18
0.32	0.68	0.00239	0.00482	483.41	9.18	22272.73
0.33	0.67	0.00244	0.00455	488.13	9.18	22727.27
0.32	0.68	0.00230	0.00484	507.38	9.18	23181.82
0.31	0.69	0.00235	0.00470	514.17	9.18	23636.36
0.34	0.66	0.00219	0.00512	527.31	9.18	24090.91
0.34	0.66	0.00213	0.00518	537.10	9.18	24545.45
0.33	0.67	0.00222	0.00469	545.87	9.18	25000.00
0.33	0.67	0.00228	0.00487	553.29	9.18	25454.55
0.33	0.67	0.00230	0.00481	566.05	9.18	25909.09
0.35	0.65	0.00207	0.00518	582.44	9.18	26363.64
0.36	0.64	0.00225	0.00468	580.62	9.18	26818.18
0.33	0.67	0.00214	0.00484	592.04	9.18	27272.73
0.36	0.64	0.00214	0.00504	607.04	9.18	27727.27
0.34	0.66	0.00217	0.00500	621.16	9.18	28181.82
0.35	0.65	0.00215	0.00491	626.81	9.18	28636.36
0.34	0.66	0.00209	0.00490	631.71	9.18	29090.91
0.35	0.65	0.00212	0.00484	638.63	9.18	29545.45
0.38	0.62	0.00194	0.00491	653.45	9.18	30000.00
0.38	0.62	0.00204	0.00489	660.99	9.18	30454.55
0.38	0.62	0.00194	0.00504	678.00	9.18	30909.09
0.38	0.62	0.00202	0.00464	678.77	9.18	31363.64
0.39	0.61	0.00205	0.00490	697.06	9.18	31818.18
0.36	0.64	0.00192	0.00480	700.89	9.18	32272.73
0.39	0.61	0.00194	0.00505	713.93	9.18	32727.27
0.39	0.61	0.00191	0.00492	723.45	9.18	33181.82
0.40	0.60	0.00196	0.00475	733.24	9.18	33636.36
0.38	0.62	0.00196	0.00503	742.62	9.18	34090.91
0.39	0.61	0.00190	0.00471	745.91	9.18	34545.45
0.41	0.59	0.00190	0.00509	767.38	9.18	35000.00
0.42	0.58	0.00183	0.00509	778.85	9.18	35454.55
0.42	0.58	0.00189	0.00495	783.19	9.18	35909.09
0.40	0.60	0.00184	0.00486	795.18	9.18	36363.64
0.40	0.60	0.00181	0.00481	802.60	9.18	36818.18
0.41	0.59	0.00182	0.00503	817.25	9.18	37272.73
0.43	0.57	0.00181	0.00483	823.32	9.18	37727.27
0.43	0.57	0.00185	0.00497	825.95	9.18	38181.82
0.41	0.59	0.00182	0.00518	846.39	9.18	38636.36
0.42	0.58	0.00175	0.00485	847.60	9.18	39090.91
0.42	0.58	0.00174	0.00479	866.73	9.18	39545.45
0.42	0.58	0.00182	0.00496	869.35	9.18	40000.00
0.44	0.56	0.00167	0.00488	890.30	9.18	40454.55
0.44	0.56	0.00170	0.00542	902.84	9.18	40909.09
0.43	0.57	0.00171	0.00505	906.00	9.18	41363.64
0.43	0.57	0.00174	0.00483	908.34	9.18	41818.18
0.45	0.55	0.00165	0.00504	928.36	9.18	42272.73
0.47	0.53	0.00170	0.00505	937.56	9.18	42727.27
0.45	0.55	0.00169	0.00499	944.71	9.18	43181.82
0.45	0.55	0.00164	0.00511	956.90	9.18	43636.36
0.45	0.55	0.00159	0.00515	962.73	9.18	44090.91
0.47	0.53	0.00165	0.00528	977.34	9.18	44545.45
0.47	0.53	0.00161	0.00507	979.19	9.18	45000.00
0.46	0.54	0.00160	0.00501	986.80	9.18	45454.55
0.47	0.53	0.00158	0.00492	1001.67	9.18	45909.09
0.47	0.53	0.00162	0.00494	1010.45	9.18	46363.64
0.48	0.52	0.00156	0.00490	1017.29	9.18	46818.18
0.46	0.54	0.00157	0.00491	1029.66	9.18	47272.73
0.47	0.53	0.00156	0.00506	1040.00	9.18	47727.27
0.47	0.53	0.00160	0.00505	1047.18	9.18	48181.82
0.49	0.51	0.00153	0.00550	1067.72	9.18	48636.36
0.47	0.53	0.00155	0.00502	1077.39	9.18	49090.91
0.48	0.52	0.00149	0.00471	1077.33	9.18	49545.45
0.48	0.52	0.00155	0.00512	1093.27	9.18	50000.00
0.15	0.85	0.00415	0.00431	99.07	9.27	5000.00
0.19	0.81	0.00333	0.00482	121.01	9.27	5454.55
0.15	0.85	0.00365	0.00459	128.04	9.27	5909.09
0.16	0.84	0.00341	0.00464	138.60	9.27	6363.64
0.15	0.85	0.00364	0.00442	143.92	9.27	6818.18
0.19	0.81	0.00317	0.00484	156.30	9.27	7272.73
0.19	0.81	0.00314	0.00475	165.96	9.27	7727.27
0.16	0.84	0.00389	0.00460	174.81	9.27	8181.82
